node_id,  x,  y,  z,  neighbor_id,  flow,  pressure drop
     32,  951.00, 3926.50,  701.50,           53,   -2.482052,     34.3414
     33,  917.00, 3953.00,  702.00,           85,    0.055804,     32.7196
     33,  917.00, 3953.00,  702.00,           87,   -0.112066,     32.7196
     34,  892.00, 3955.00,  702.00,           58,    0.217954,     32.7259
     34,  892.00, 3955.00,  702.00,           95,   -0.217955,     32.7259
     35,  956.67, 3973.67,  701.33,          108,   -0.108946,     33.0900
     36,  950.00, 3975.00,  702.00,          133,   -1.039350,     33.0866
     37,  964.00, 3980.00,  702.00,           38,    0.797425,     33.8088
     37,  964.00, 3980.00,  702.00,           76,   -0.797423,     33.8088
     38,  962.25, 3984.25,  701.25,          132,    0.908244,     33.7950
     39,  911.00, 3934.00,  703.00,           40,    0.168516,     32.6282
     39,  911.00, 3934.00,  703.00,           83,   -0.168519,     32.6282
     40,  910.00, 3937.00,  703.00,          104,    0.042967,     32.6219
     40,  910.00, 3937.00,  703.00,           94,    0.125552,     32.6219
     41,  976.00, 3942.00,  703.00,          125,    0.062519,     32.6503
     42,  899.50, 3950.00,  702.50,           58,    0.348324,     32.7284
     42,  899.50, 3950.00,  702.50,           88,   -0.348322,     32.7284
     43,  959.33, 3963.67,  702.67,           69,   -0.060270,     32.6714
     43,  959.33, 3963.67,  702.67,          128,    0.060271,     32.6714
     44,  969.00, 3966.00,  703.00,           71,    1.417705,     33.0234
     45,  912.00, 3982.00,  703.00,           62,    0.242981,     34.8358
     45,  912.00, 3982.00,  703.00,          145,    1.371451,     34.8358
     46,  939.00, 3984.00,  703.00,           77,   -0.118534,     33.7732
     47,  887.67, 4001.33,  703.00,          111,    1.415022,     32.5669
     47,  887.67, 4001.33,  703.00,           65,   -0.851824,     32.5669
     48,  918.67, 4006.67,  702.33,           64,   -0.000000,     33.9647
     50,  908.33, 3915.33,  703.33,           92,    0.513985,     32.5558
     50,  908.33, 3915.33,  703.33,           83,   -0.082182,     32.5558
     51,  959.00, 3915.00,  704.00,          158,    1.634446,     34.4172
     51,  959.00, 3915.00,  704.00,           52,   -1.634446,     34.4172
     52,  958.50, 3917.50,  704.00,          138,   -2.278426,     34.6660
     53,  944.00, 3920.00,  704.00,          137,    5.277425,     34.6304
     55,  926.67, 3925.33,  703.67,           84,    0.251393,     32.9881
     55,  926.67, 3925.33,  703.67,           82,    1.999257,     32.9881
     56,  951.00, 3929.33,  703.33,          150,    2.518337,     34.2171
     57,  940.00, 3935.00,  704.00,          150,   -1.530199,     32.9026
     57,  940.00, 3935.00,  704.00,           84,    1.530198,     32.9026
     58,  896.67, 3952.67,  703.33,          127,    0.566274,     32.7121
     59,  923.00, 3961.00,  704.00,          105,    0.035446,     32.8240
     59,  923.00, 3961.00,  704.00,           60,   -0.035449,     32.8240
     60,  918.67, 3965.33,  704.00,           70,   -0.035449,     32.8370
     61,  926.67, 3974.67,  703.67,           75,    0.171347,     33.5870
     61,  926.67, 3974.67,  703.67,           97,    1.606549,     33.5870
     62,  912.00, 3984.00,  704.00,           63,    1.549535,     34.8294
     63,  916.00, 3990.00,  704.00,           90,    1.549534,     34.6976
     64,  924.67, 4002.17,  703.17,          113,    0.000002,     33.9647
     65,  888.00, 4005.00,  704.00,          229,   -0.851821,     32.5790
     66,  931.67, 3912.67,  704.33,          197,    5.513558,     33.8625
     67,  879.33, 3954.67,  704.33,           89,    3.668074,     34.0287
     68,  927.00, 3954.33,  704.33,          105,   -0.321785,     32.7008
     68,  927.00, 3954.33,  704.33,           85,    0.005561,     32.7008
     69,  964.00, 3959.00,  705.00,          191,   -0.023225,     32.6764
     69,  964.00, 3959.00,  705.00,           86,   -0.037045,     32.6764
     70,  908.50, 3964.50,  704.50,          106,   -0.772982,     32.8586
     70,  908.50, 3964.50,  704.50,           88,    0.737529,     32.8586
     71,  969.00, 3965.00,  705.00,          192,    1.417702,     32.9860
     72,  886.00, 3970.00,  705.00,          107,    1.995203,     33.4190
     72,  886.00, 3970.00,  705.00,           89,   -1.995203,     33.4190
     73,  896.00, 3974.00,  705.00,           98,    1.475234,     33.1488
     73,  896.00, 3974.00,  705.00,          109,    0.701339,     33.1488
     74,  971.50, 3975.50,  704.50,          274,    0.813052,     33.8901
     74,  971.50, 3975.50,  704.50,           76,    2.113593,     33.8901
     74,  971.50, 3975.50,  704.50,           99,   -4.344346,     33.8901
     75,  929.67, 3977.33,  704.33,          131,    0.289883,     32.9218
     76,  966.33, 3978.67,  704.33,          132,    1.316168,     33.8423
     77,  937.00, 3987.00,  705.00,          147,   -0.849320,     33.7750
     77,  937.00, 3987.00,  705.00,          122,    0.730787,     33.7750
     78,  974.67, 3989.33,  704.67,          110,   20.254870,     35.4210
     79,  945.67, 3996.67,  704.33,          112,   11.250776,     34.8475
     80,  936.00, 4006.00,  705.00,          113,    5.297564,     34.0860
     81,  920.33, 3918.33,  705.67,          100,    0.808071,     32.8013
     81,  920.33, 3918.33,  705.67,           82,   -1.239874,     32.8013
     82,  926.00, 3923.00,  706.00,          115,   -0.896908,     32.9088
     82,  926.00, 3923.00,  706.00,          116,    1.656293,     32.9088
     83,  913.00, 3931.00,  705.00,          116,   -0.250704,     32.6364
     84,  934.33, 3935.33,  705.33,          124,    1.781591,     32.7974
     85,  921.00, 3950.00,  706.00,          126,    0.061365,     32.6983
     86,  967.00, 3952.00,  706.00,          142,   -0.099564,     32.6934
     87,  913.50, 3953.50,  705.50,          126,    0.277142,     32.7529
     87,  913.50, 3953.50,  705.50,           88,   -0.389206,     32.7529
     89,  885.00, 3963.00,  706.00,           95,    1.672872,     33.5870
     90,  913.00, 3993.00,  706.00,          186,    7.679857,     34.6705
     91,  922.00, 3910.00,  707.00,          100,    1.820395,     32.8836
     92,  905.67, 3914.67,  706.33,          101,    0.878481,     32.5311
     92,  905.67, 3914.67,  706.33,          136,   -0.364496,     32.5311
     93,  931.00, 3922.00,  707.00,          115,    1.491993,     33.3453
     93,  931.00, 3922.00,  707.00,          137,   -1.491992,     33.3453
     94,  910.00, 3940.00,  707.00,          175,    0.493154,     32.5845
     94,  910.00, 3940.00,  707.00,          104,   -0.367601,     32.5845
     95,  890.00, 3957.00,  707.00,          154,    1.454917,     32.8007
     96,  900.00, 3968.00,  707.00,          127,    0.993151,     32.7186
     96,  900.00, 3968.00,  707.00,           98,   -0.468503,     32.7186
     96,  900.00, 3968.00,  707.00,          106,   -0.524649,     32.7186
     97,  929.50, 3969.50,  706.50,          130,    1.388489,     32.9597
     97,  929.50, 3969.50,  706.50,          119,    0.218060,     32.9597
     98,  898.00, 3972.00,  707.00,          248,    1.006730,     32.8437
     99,  977.00, 3978.00,  707.00,          121,   -4.344343,     34.2251
    100,  917.67, 3914.33,  708.00,          136,    2.628468,     32.7504
    101,  896.33, 3917.33,  708.00,          102,   -0.868485,     32.4291
    101,  896.33, 3917.33,  708.00,          123,    1.746966,     32.4291
    102,  894.00, 3926.00,  708.00,          151,    0.614297,     32.5211
    103,  963.00, 3934.00,  708.00,          201,    5.679396,     34.6704
    103,  963.00, 3934.00,  708.00,          138,   -5.679397,     34.6704
    104,  914.25, 3941.00,  707.25,          117,   -0.307285,     32.6034
    104,  914.25, 3941.00,  707.25,          223,   -0.017350,     32.6034
    105,  924.50, 3959.50,  707.00,          119,   -0.523200,     32.8225
    105,  924.50, 3959.50,  707.00,          126,    0.236861,     32.8225
    106,  906.00, 3968.00,  708.00,          166,   -1.297627,     32.9091
    107,  882.00, 3974.00,  708.00,          212,    1.304572,     32.6563
    107,  882.00, 3974.00,  708.00,          111,    0.690630,     32.6563
    108,  960.33, 3975.67,  707.67,          192,    2.886461,     33.1394
    108,  960.33, 3975.67,  707.67,          132,   -2.995403,     33.1394
    109,  893.67, 3983.67,  707.33,          184,    0.138145,     32.7210
    110,  972.00, 3987.00,  707.00,          121,    4.344347,     34.4081
    110,  972.00, 3987.00,  707.00,          156,   14.945244,     34.4081
    111,  880.67, 3992.67,  707.33,          169,    2.105648,     32.5038
    112,  948.00, 3996.00,  708.00,          148,    7.385543,     34.2641
    112,  948.00, 3996.00,  708.00,          170,    3.865235,     34.2641
    113,  932.33, 4001.67,  707.33,          147,    5.297567,     33.9647
    114,  910.00, 4004.00,  708.00,          186,    7.577533,     34.7483
    115,  928.67, 3922.00,  708.33,          199,    0.595085,     33.1059
    116,  915.50, 3931.50,  708.50,          160,    1.147779,     32.6405
    116,  915.50, 3931.50,  708.50,          117,    0.257807,     32.6405
    117,  917.33, 3938.67,  708.33,          124,    0.063285,     32.6180
    117,  917.33, 3938.67,  708.33,          200,   -0.112764,     32.6180
    118,  937.67, 3945.67,  708.33,          139,    3.281967,     33.9791
    119,  929.00, 3962.00,  709.00,          129,   -0.080223,     32.8565
    119,  929.00, 3962.00,  709.00,          203,   -0.224916,     32.8565
    120,  939.33, 3968.67,  709.00,          130,    0.987935,     32.9101
    120,  939.33, 3968.67,  709.00,          129,    0.160364,     32.9101
    122,  945.00, 3986.00,  709.00,          133,    2.190320,     33.3824
    122,  945.00, 3986.00,  709.00,          170,   -1.459533,     33.3824
    123,  891.33, 3912.33,  709.33,          173,    1.746965,     32.2809
    124,  927.00, 3938.75,  709.00,          259,    2.089018,     32.6107
    125,  975.00, 3946.00,  710.00,          222,    0.037607,     32.6200
    125,  975.00, 3946.00,  710.00,          176,    0.024911,     32.6200
    126,  916.33, 3953.33,  709.33,          165,    0.575368,     32.6740
    127,  899.00, 3962.00,  710.00,          224,    1.559425,     32.3165
    128,  956.33, 3964.67,  709.67,          155,   -0.329809,     32.6438
    128,  956.33, 3964.67,  709.67,          181,    0.390079,     32.6438
    129,  939.00, 3966.00,  710.00,          179,    0.080138,     32.9083
    130,  935.00, 3972.00,  710.00,          131,    2.376421,     32.8453
    131,  933.00, 3976.00,  710.00,          182,    2.666304,     32.8057
    132,  961.00, 3979.00,  709.25,          185,   -0.770991,     33.2717
    133,  949.25, 3980.00,  709.00,          181,    0.965258,     33.1925
    133,  949.25, 3980.00,  709.00,          167,    2.013865,     33.1925
    134,  964.00, 3994.00,  710.00,          208,    1.229268,     33.7650
    134,  964.00, 3994.00,  710.00,          156,   -4.049016,     33.7650
    134,  964.00, 3994.00,  710.00,          157,    1.126654,     33.7650
    135,  968.33, 4007.00,  709.67,          195,    0.985557,     34.5954
    136,  912.33, 3913.00,  710.33,          188,    2.263969,     32.5653
    137,  938.00, 3924.00,  710.00,          161,    0.594317,     34.0466
    137,  938.00, 3924.00,  710.00,          159,    3.191116,     34.0466
    138,  969.00, 3931.00,  711.00,          162,   -7.957822,     35.1625
    139,  937.00, 3945.00,  711.00,          258,    0.750136,     33.8696
    139,  937.00, 3945.00,  711.00,          164,    2.531827,     33.8696
    140,  960.00, 3947.00,  711.00,          177,   -1.691063,     32.8112
    140,  960.00, 3947.00,  711.00,          142,    1.337819,     32.8112
    140,  960.00, 3947.00,  711.00,          202,    0.353247,     32.8112
    141,  948.33, 3947.67,  711.00,          143,    2.364444,     33.3461
    141,  948.33, 3947.67,  711.00,          152,   -6.856616,     33.3461
    141,  948.33, 3947.67,  711.00,          153,    4.492171,     33.3461
    142,  964.67, 3949.67,  710.33,          178,    1.238257,     32.7257
    143,  941.00, 3954.00,  711.00,          164,   -0.028373,     33.0760
    143,  941.00, 3954.00,  711.00,          144,    2.392819,     33.0760
    144,  942.33, 3957.67,  710.67,          155,    1.406612,     32.9654
    144,  942.33, 3957.67,  710.67,          179,    0.986205,     32.9654
    145,  917.75, 3973.75,  710.75,          211,    2.172219,     33.7964
    145,  917.75, 3973.75,  710.75,          180,    0.111729,     33.7964
    146,  957.00, 3992.00,  711.00,          149,   -0.927079,     33.4946
    146,  957.00, 3992.00,  711.00,          157,   -0.712088,     33.4946
    146,  957.00, 3992.00,  711.00,          185,    1.639165,     33.4946
    147,  931.00, 3995.00,  711.00,          171,    4.448248,     33.8120
    148,  949.00, 3998.00,  711.00,          172,    5.265288,     33.9382
    148,  949.00, 3998.00,  711.00,          194,    2.120254,     33.9382
    149,  956.33, 3997.67,  710.67,          172,   -0.512517,     33.5571
    149,  956.33, 3997.67,  710.67,          157,   -0.414565,     33.5571
    150,  947.30, 3928.20,  710.30,          161,    2.376968,     33.9804
    150,  947.30, 3928.20,  710.30,          198,   -1.388830,     33.9804
    151,  896.00, 3935.00,  712.00,          204,    0.849698,     32.4483
    151,  896.00, 3935.00,  712.00,          163,   -0.235401,     32.4483
    152,  947.00, 3942.33,  711.67,          201,   -6.248916,     33.4879
    153,  955.00, 3948.00,  712.00,          177,    4.492169,     32.9885
    154,  890.33, 3953.67,  711.33,          190,    1.454917,     32.3251
    155,  954.67, 3959.33,  711.33,          210,    1.076801,     32.7587
    156,  969.75, 3989.75,  711.00,          206,   10.689810,     34.1097
    156,  969.75, 3989.75,  711.00,          195,    0.206426,     34.1097
    158,  962.67, 3909.33,  712.00,          174,    0.894230,     34.2155
    158,  962.67, 3909.33,  712.00,          269,    0.740217,     34.2155
    159,  936.00, 3921.00,  713.00,          197,    2.250431,     33.8701
    159,  936.00, 3921.00,  713.00,          219,    0.940684,     33.8701
    160,  914.00, 3927.00,  713.00,          163,    2.509540,     32.6125
    160,  914.00, 3927.00,  713.00,          200,   -1.361759,     32.6125
    161,  941.33, 3929.67,  712.33,          220,    2.971287,     33.7990
    163,  899.00, 3934.00,  713.00,          175,    2.274140,     32.4575
    164,  933.67, 3948.67,  712.67,          203,    2.503455,     33.0791
    165,  914.67, 3955.33,  712.67,          189,    0.564925,     32.5287
    165,  914.67, 3955.33,  712.67,          211,    0.010442,     32.5287
    166,  909.33, 3972.33,  712.33,          180,   -0.024608,     33.0158
    166,  909.33, 3972.33,  712.33,          183,   -1.273016,     33.0158
    167,  950.00, 3981.00,  713.00,          168,   -0.670762,     33.0930
    167,  950.00, 3981.00,  713.00,          252,    2.684626,     33.0930
    168,  954.00, 3984.00,  713.00,          193,   -0.779195,     33.1325
    168,  954.00, 3984.00,  713.00,          185,   -4.061303,     33.1325
    168,  954.00, 3984.00,  713.00,          320,    4.169738,     33.1325
    169,  880.00, 3989.67,  712.33,          275,    1.468714,     32.4577
    169,  880.00, 3989.67,  712.33,          277,    0.636933,     32.4577
    170,  947.00, 3990.00,  713.00,          193,    2.405703,     33.9052
    171,  930.00, 3997.00,  713.00,          228,    3.753496,     33.7622
    171,  930.00, 3997.00,  713.00,          196,    0.694745,     33.7622
    172,  954.00, 4000.00,  713.00,          207,    4.752776,     33.5815
    173,  891.00, 3909.00,  714.00,          305,    1.746965,     32.1626
    174,  960.67, 3912.33,  714.00,          217,    1.040422,     34.1720
    174,  960.67, 3912.33,  714.00,          215,   -0.146193,     34.1720
    175,  903.50, 3937.50,  713.50,          209,    1.676433,     32.3040
    175,  903.50, 3937.50,  713.50,          239,    1.090860,     32.3040
    176,  976.00, 3944.00,  714.00,          222,    0.024912,     32.6132
    177,  957.00, 3948.00,  714.00,          234,    2.801104,     32.8387
    178,  966.67, 3947.67,  713.67,          202,    0.340547,     32.6619
    178,  966.67, 3947.67,  713.67,          222,    0.897710,     32.6619
    179,  942.00, 3962.33,  713.33,          235,    1.066344,     32.9029
    180,  912.33, 3969.67,  713.33,          263,    0.087120,     33.0219
    181,  949.67, 3970.67,  713.33,          247,    1.355334,     32.5992
    182,  931.00, 3975.00,  714.00,          288,    0.182941,     32.6616
    182,  931.00, 3975.00,  714.00,          300,    2.483361,     32.6616
    183,  909.00, 3976.00,  714.00,          289,    0.095146,     33.0765
    183,  909.00, 3976.00,  714.00,          227,   -1.368163,     33.0765
    184,  892.00, 3978.67,  713.33,          225,    0.284460,     32.6551
    185,  958.25, 3984.25,  713.25,          226,   -3.193129,     33.3367
    186,  910.57, 3996.71,  711.71,          279,    9.882734,     34.0155
    186,  910.57, 3996.71,  711.71,          237,    1.549914,     34.0155
    186,  910.57, 3996.71,  711.71,          227,    5.167521,     34.0155
    187,  950.33, 3908.33,  713.50,          215,   31.425850,     34.5919
    188,  914.00, 3912.00,  715.00,          199,   -2.071907,     32.4303
    188,  914.00, 3912.00,  715.00,          256,    4.335878,     32.4303
    189,  905.00, 3953.00,  715.00,          209,    0.170446,     32.1843
    189,  905.00, 3953.00,  715.00,          262,    0.394479,     32.1843
    190,  892.00, 3954.00,  715.00,          236,    1.971363,     32.2558
    190,  892.00, 3954.00,  715.00,          204,   -0.516449,     32.2558
    191,  964.00, 3958.00,  715.00,          205,    0.804287,     32.6903
    191,  964.00, 3958.00,  715.00,          245,   -0.827513,     32.6903
    192,  964.67, 3969.50,  714.17,          274,   -0.507069,     32.8005
    192,  964.67, 3969.50,  714.17,          287,    4.381766,     32.8005
    192,  964.67, 3969.50,  714.17,          245,    0.429469,     32.8005
    193,  949.00, 3989.00,  715.00,          254,    1.626508,     33.4743
    194,  945.25, 3999.00,  714.50,          214,    2.120270,     33.8075
    195,  976.25, 4000.50,  713.50,          255,    1.191982,     33.9519
    196,  925.25, 4004.00,  713.75,          238,    0.694745,     33.4100
    197,  935.00, 3912.33,  715.00,          304,    3.738736,     33.6325
    197,  935.00, 3912.33,  715.00,          230,    4.025255,     33.6325
    198,  948.00, 3921.00,  716.00,          215,   -4.619528,     34.1313
    198,  948.00, 3921.00,  716.00,          257,    3.230696,     34.1313
    199,  920.67, 3921.33,  716.00,          218,   -1.476822,     32.7116
    200,  917.00, 3930.00,  716.00,          218,   -1.474525,     32.6959
    201,  949.75, 3937.25,  715.00,          220,    0.658981,     33.6434
    201,  949.75, 3937.25,  715.00,          257,   -1.228503,     33.6434
    202,  965.00, 3943.00,  716.00,          232,    0.693797,     32.6399
    203,  931.00, 3951.00,  716.00,          223,    2.278539,     33.0337
    204,  893.00, 3952.00,  716.00,          209,    0.333249,     32.2707
    205,  962.00, 3956.00,  716.00,          210,   -0.203730,     32.6619
    205,  962.00, 3956.00,  716.00,          233,    1.008018,     32.6619
    206,  970.00, 3987.67,  715.67,          278,    0.851208,     33.9057
    206,  970.00, 3987.67,  715.67,          226,    9.838598,     33.9057
    207,  958.00, 4001.00,  715.00,          208,   -1.229268,     33.3247
    207,  958.00, 4001.00,  715.00,          364,    6.701442,     33.3247
    209,  899.75, 3946.75,  716.00,          261,    2.180131,     32.1006
    210,  957.50, 3956.00,  716.50,          234,   -0.336941,     32.6727
    210,  957.50, 3956.00,  716.50,          264,    1.210017,     32.6727
    211,  922.00, 3966.00,  717.00,          272,    2.182660,     32.3926
    212,  880.20, 3965.80,  715.40,          265,    1.304572,     32.4842
    213,  890.33, 3989.67,  716.33,          237,   -0.215205,     32.6170
    213,  890.33, 3989.67,  716.33,          229,   -0.653561,     32.6170
    213,  890.33, 3989.67,  716.33,          225,    0.868767,     32.6170
    214,  941.50, 3996.75,  716.25,          228,    2.120249,     33.8002
    215,  950.86, 3914.00,  717.29,          217,    0.325070,     34.2634
    215,  950.86, 3914.00,  717.29,          306,   23.768821,     34.2634
    215,  950.86, 3914.00,  717.29,          216,    2.566243,     34.2634
    216,  954.33, 3919.33,  717.33,          217,    2.566235,     34.0709
    217,  958.71, 3921.57,  716.71,          307,    0.864555,     34.0514
    217,  958.71, 3921.57,  716.71,          282,    3.067175,     34.0514
    218,  921.00, 3926.00,  718.00,          231,   -2.951348,     32.8002
    219,  932.00, 3930.00,  718.00,          231,    3.949760,     33.2498
    219,  932.00, 3930.00,  718.00,          220,   -3.009077,     33.2498
    220,  939.50, 3934.33,  717.00,          258,    0.621192,     33.5592
    221,  879.00, 3945.00,  718.00,          297,    4.009637,     32.3733
    222,  971.12, 3950.25,  716.25,          240,    0.850281,     32.6009
    222,  971.12, 3950.25,  716.25,          233,    0.109946,     32.6009
    223,  928.00, 3951.00,  718.00,          270,    2.261189,     32.9368
    224,  894.00, 3965.00,  717.00,          236,    1.156844,     32.1490
    224,  894.00, 3965.00,  717.00,          248,    0.112517,     32.1490
    224,  894.00, 3965.00,  717.00,          246,    0.290065,     32.1490
    225,  890.00, 3983.00,  717.50,          251,    0.565145,     32.5476
    225,  890.00, 3983.00,  717.50,          249,    0.588083,     32.5476
    226,  967.00, 3984.00,  718.00,          253,    6.645472,     33.7118
    227,  918.29, 3991.00,  716.43,          268,    1.730666,     33.3639
    227,  918.29, 3991.00,  716.43,          238,    2.068693,     33.3639
    228,  931.00, 3998.00,  718.00,          363,    5.873744,     33.5322
    229,  891.50, 4003.00,  717.50,          293,    1.765081,     32.7205
    229,  891.50, 4003.00,  717.50,          292,   -3.270460,     32.7205
    230,  935.00, 3914.33,  718.33,          368,    2.903288,     33.6086
    230,  935.00, 3914.33,  718.33,          325,    1.121974,     33.6086
    231,  928.67, 3929.00,  718.33,          309,    0.998412,     33.0870
    232,  966.33, 3941.67,  718.67,          337,    0.426657,     32.6132
    232,  966.33, 3941.67,  718.67,          310,    0.267140,     32.6132
    233,  966.00, 3953.00,  719.00,          360,    1.117966,     32.5926
    234,  955.00, 3954.00,  719.00,          380,    2.464163,     32.7545
    235,  942.33, 3957.67,  718.67,          285,    0.873563,     32.4515
    235,  942.33, 3957.67,  718.67,          241,    0.192783,     32.4515
    236,  895.00, 3960.00,  719.00,          284,    0.195183,     32.0742
    236,  895.00, 3960.00,  719.00,          314,    2.933022,     32.0742
    237,  900.00, 3988.40,  718.00,          321,    1.152989,     32.6421
    237,  900.00, 3988.40,  718.00,          266,    0.181718,     32.6421
    238,  921.00, 4001.00,  719.00,          363,    2.763437,     33.1034
    239,  913.00, 3945.00,  720.00,          295,   -0.112581,     32.1273
    239,  913.00, 3945.00,  720.00,          260,    1.203446,     32.1273
    240,  975.00, 3952.00,  720.00,          359,    0.850280,     32.5441
    241,  945.67, 3955.67,  719.67,          244,   -0.285622,     32.4424
    241,  945.67, 3955.67,  719.67,          330,    0.478408,     32.4424
    242,  929.00, 3958.00,  720.00,          285,   -0.035392,     32.3368
    242,  929.00, 3958.00,  720.00,          270,   -0.105862,     32.3368
    242,  929.00, 3958.00,  720.00,          272,    0.141254,     32.3368
    243,  907.33, 3959.33,  720.00,          283,   -0.138575,     32.0607
    243,  907.33, 3959.33,  720.00,          262,    0.276200,     32.0607
    243,  907.33, 3959.33,  720.00,          263,   -0.137624,     32.0607
    244,  949.00, 3961.00,  720.00,          264,   -0.724348,     32.4636
    244,  949.00, 3961.00,  720.00,          286,    0.438727,     32.4636
    245,  969.40, 3965.40,  719.00,          274,   -2.909305,     32.7879
    245,  969.40, 3965.40,  719.00,          361,    2.511258,     32.7879
    246,  891.00, 3968.00,  720.00,          249,   -0.389587,     32.0590
    246,  891.00, 3968.00,  720.00,          271,    0.679650,     32.0590
    247,  946.75, 3971.75,  719.75,          288,   -0.319415,     32.4852
    247,  946.75, 3971.75,  719.75,          287,   -0.809211,     32.4852
    247,  946.75, 3971.75,  719.75,          286,    2.483960,     32.4852
    248,  900.00, 3972.50,  719.50,          389,    1.481482,     32.0823
    248,  900.00, 3972.50,  719.50,          276,   -0.362234,     32.0823
    249,  894.00, 3977.00,  720.00,          276,    0.198495,     32.2796
    250,  939.00, 3982.00,  720.00,          288,    0.237347,     32.7214
    250,  939.00, 3982.00,  720.00,          252,   -0.608558,     32.7214
    250,  939.00, 3982.00,  720.00,          267,    0.371206,     32.7214
    251,  887.00, 3983.00,  720.00,          275,    0.452507,     32.4158
    251,  887.00, 3983.00,  720.00,          277,    0.112638,     32.4158
    252,  941.00, 3983.00,  720.00,          344,    2.076065,     32.7265
    253,  967.00, 3983.00,  720.00,          373,    1.574489,     33.6563
    253,  967.00, 3983.00,  720.00,          274,    5.070980,     33.6563
    254,  953.00, 3991.00,  720.00,          322,    0.956256,     32.8230
    254,  953.00, 3991.00,  720.00,          486,    0.670253,     32.8230
    255,  973.67, 3999.67,  719.67,          302,    1.082955,     33.8572
    255,  973.67, 3999.67,  719.67,          280,    0.109029,     33.8572
    256,  912.00, 3908.00,  720.00,          324,    4.335872,     32.3218
    257,  949.50, 3928.50,  720.50,          308,    1.908243,     33.7932
    257,  949.50, 3928.50,  720.50,          282,    0.093951,     33.7932
    258,  940.00, 3939.00,  721.00,          328,    1.371329,     33.3304
    259,  921.67, 3939.67,  720.67,          296,    2.706542,     32.2939
    259,  921.67, 3939.67,  720.67,          309,   -0.617517,     32.2939
